,Flag,Company,Ticker,Unnamed: 3,Activist_Group,Start_Date,Hostility_End_Date,Start_Year,Start_Month,Start_Day,Stake_End_Date,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Link,News_Search,Start_Date_And_Time,Current_Ticker,First_Affected_Date,Hostility_End_Date.1,End_Year,End_Month,End_Day,Sector,Industry_Name,Outcome,Region_Exchange,Country_Exchange,Country_Incorporation,State_Incorporation,Proxy_Fight_Boolean,Campaign_Status,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return
2903,225134646,Houghton Mifflin Harcourt Co,HMHC TL B 1L USD,HMHC,Engine Capital Management LLC,9/3/2022,7/4/2022,2022,11,14,07/04/2022 0:00,3: Oppose Merger (Target); Return Capital/Buybacks; Board Representation,0.525813,2671294000.0,2.6,NSN R8HAS0MEQTY6,NI COMPANY:HMHC@US 'Engine Capital',Start: 2022-03-09. UTC: 2022-03-09T13:00:00.235Z,HMHC US Equity,09/03/2022 0:00,7/4/2022,2022.0,4.0,7.0,Communications,Publishing & Broadcasting,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,69453644.0,0.573614,0.525813,-0.047529,0.525813
2905,225134646,Radius Health Inc,2302767D US,RDUS,Velan Capital Investment Management LP and Repertoire Partners LP,7/3/2022,11/7/2022,2022,11,15,15/08/2022 0:00,1: Board Representation,20.14303,397541300.0,5.8,DOCV /ID 0000921895-22-000790,NI COMPANY:2302767D@US 'Velan',Start: 2022-03-07. UTC: 2022-03-07T21:38:36.000Z,2302767D US Equity,08/03/2022 0:00,11/7/2022,2022.0,7.0,11.0,Health Care,Biotech & Pharma,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,23057395.4,5.601907,20.14303,13.76975,20.14303
2907,225134646,Texas Pacific Land Corp,TEXAS PACIFIC LAND,#N/A Invalid Security,Schwartz Investment Counsel Inc,7/3/2022,27/12/2023 0:00,2022,11,17,27/12/2023 0:00,1: Declassify Board,29.33235,10062403900.0,1.0,NSN R8DR00MEQTXG,NI COMPANY:TPL@US 'Schwartz',Start: 2022-03-07. UTC: 2022-03-07T15:00:00.189Z,TPL US Equity,07/03/2022 0:00,27/12/2023 0:00,2023.0,12.0,27.0,Energy,Oil & Gas Producers,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,100624039.0,-0.722011,39.67011,30.27293,15.286233
2908,225134646,Houghton Mifflin Harcourt Co,HMHC TL B 1L USD,HMHC,Prasad Phatak,7/3/2022,7/4/2022,2022,11,18,07/04/2022 0:00,2: Oppose Merger (Target); Strategic Review,0.525813,2671294000.0,,NSN R8DLG0MEQTXE,NI COMPANY:HMHC@US 'Prasad Phatak',Start: 2022-03-07. UTC: 2022-03-07T13:00:00.168Z,HMHC US Equity,07/03/2022 0:00,7/4/2022,2022.0,4.0,7.0,Communications,Publishing & Broadcasting,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,,-0.191205,0.525813,0.718391,0.525813
2909,225134646,Bed Bath & Beyond Inc,BBBY 5.165 08/01/44,BBBY,RC Ventures LLC,6/3/2022,25/03/2022 0:00,2022,11,18,18/08/2022 0:00,5: Sale of Company; Break Up; Compensation Changes; Strategic Review; Board Representation,14.64771,1558744200.0,9.8,NSN R8CLNB0799MO,NI COMPANY:BBBYQ@US 'RC Ventures',Start: 2022-03-06. UTC: 2022-03-07T00:06:47.353Z,BBBYQ US Equity,07/03/2022 0:00,25/03/2022 0:00,2022.0,3.0,25.0,Consumer Discretionary,Retail - Discretionary,Success,North America,United States,UNITED STATES OF AMERICA,NY,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,152756931.6,34.178,-91.71817,-14.5555,14.64771
2911,225134646,Republic First Bancorp Inc,FRBK US,#N/A Field Not Applicable,"Concerned Directors (Andrew B Cohen, Lisa R Jacobs and others)",4/3/2022,4/3/2023,2022,11,21,04/03/2023 0:00,1: Oppose Other Transaction (Opposes Proposed Related Party Transactions),-62.8131,308571400.0,2.82,NSN R882U43MSFLS,NI COMPANY:FRBK@US 'Andrew B',Start: 2022-03-04. UTC: 2022-03-04T13:30:04.029Z,FRBK US Equity,04/03/2022 0:00,4/3/2023,2023.0,3.0,4.0,Financials,Banking,Success,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Director/Employee,8701713.48,-2.697495,-62.8131,-61.78218,-62.8131
2912,225134646,Splunk Inc,SPLK US,#N/A Review,Hellman & Friedman LLC,4/3/2022,9/9/2022,2022,11,21,13/10/2023 0:00,Discussions only,21.4315,19345041700.0,7.5,NSN R87UI00799MU,NI COMPANY:SPLK@US 'Hellman',Start: 2022-03-04. UTC: 2022-03-04T10:30:00.089Z,SPLK US Equity,04/03/2022 0:00,9/9/2022,2022.0,9.0,9.0,Technology,Software,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,1450878128.0,5.934499,-17.3028,14.62885,12.810246
2913,225134646,Mercury Systems Inc,MRCY US,MRCY,Elliott Investment Management LP,2/3/2022,2/3/2023,2022,11,21,02/03/2023 0:00,1: Acquire Company,-17.1938,3660617900.0,,NSN R84TEADWLU6K,NI COMPANY:MRCY@US 'Elliott',Start: 2022-03-02. UTC: 2022-03-02T19:49:02.577Z,MRCY US Equity,02/03/2022 0:00,2/3/2023,2023.0,3.0,2.0,Industrials,Aerospace & Defense,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,MA,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,,2.077519,-17.1938,-18.8791,-17.1938
2914,225134646,Servotronics Inc,SVT US,#N/A Review,Star Equity Fund LP,2/3/2022,,2022,11,23,,7: Board Control; Remove Director/Withhold Votes; Board Representation; Strategic Review; Break Up; Real Estate Separation; Remove Director/Withhold Votes,-4.354747,34908300.0,1.14,NSN R84EW30799MQ,NI COMPANY:SVT@US 'Star Equity',Start: 2022-03-02. UTC: 2022-03-02T14:00:03.478Z,SVT US Equity,02/03/2022 0:00,,,,,Industrials,Machinery,Pending,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Open - Hostilities Ongoing,Core Activist,397954.62,2.426838,-23.98287,-6.620906,-2.234912
2916,225134646,Houghton Mifflin Harcourt Co,HMHC TL B 1L USD,HMHC,Laughing Water Capital LP,1/3/2022,7/4/2022,2022,11,23,07/04/2022 0:00,1: Oppose Merger (Target),0.381862,2675124700.0,,NSN R82HIQ6QRTHC,NI COMPANY:HMHC@US 'Laughing',Start: 2022-03-01. UTC: 2022-03-01T13:01:38.126Z,HMHC US Equity,01/03/2022 0:00,7/4/2022,2022.0,4.0,7.0,Communications,Publishing & Broadcasting,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,,-0.190931,0.381862,0.573888,0.381862
2922,225134646,Anaplan Inc,PLAN US,PLAN,Sachem Head Capital Management LP,24/02/2022 0:00,21/03/2022 0:00,2022,11,25,21/03/2022 0:00,2: Board Representation; Declassify Board,53.84615,6200311500.0,9.0,NSN R7TT6FMB2SJX,NI COMPANY:PLAN@US 'Sachem Head',Start: 2022-02-24. UTC: 2022-02-24T20:35:03.738Z,PLAN US Equity,24/02/2022 0:00,21/03/2022 0:00,2022.0,3.0,21.0,Technology,Software,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,558028035.0,11.05025,51.77423,38.53742,53.84615
2923,225134646,Houghton Mifflin Harcourt Co,HMHC TL B 1L USD,HMHC,Breach Inlet Capital Management LLC,23/02/2022 0:00,7/4/2022,2022,11,28,07/04/2022 0:00,3: Oppose Merger (Target); Sale of Company; Strategic Review,0.62201,2668740200.0,,NSN R7RIOCMEQTXC,NI COMPANY:HMHC@US 'Breach Inlet Capital',Start: 2022-02-23. UTC: 2022-02-23T14:53:00.202Z,HMHC US Equity,23/02/2022 0:00,7/4/2022,2022.0,4.0,7.0,Communications,Publishing & Broadcasting,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,,0.047847,0.62201,0.573888,0.62201
2926,225134646,Zendesk Inc,ZEN US,ZEN,TIG Advisors LLC,17/02/2022 0:00,21/11/2022 0:00,2022,12,1,21/11/2022 0:00,1: Oppose Acquisition,-34.33898,14380438400.0,1.23,NSN R7GLFOMEQTXD,NI COMPANY:ZEN@US 'TIG Advisors',Start: 2022-02-17. UTC: 2022-02-17T17:19:00.088Z,ZEN US Equity,17/02/2022 0:00,21/11/2022 0:00,2022.0,11.0,21.0,Technology,Software,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,176879392.3,-1.144068,-34.33898,-33.57908,-34.33898
2927,225134646,Hasbro Inc,HAS US,HAS,Alta Fox Capital Management LLC,16/02/2022 0:00,14/02/2023 0:00,2022,12,2,14/02/2023 0:00,4: Break Up; Board Representation; Compensation Changes; Other (Remove chairman),-37.72332,13386367800.0,2.5,NSN R7F9C0073ND9,NI COMPANY:HAS@US 'Alta Fox',Start: 2022-02-16. UTC: 2022-02-17T00:00:00.153Z,HAS US Equity,17/02/2022 0:00,14/02/2023 0:00,2023.0,2.0,14.0,Consumer Discretionary,Leisure Products,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,RI,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,334659195.0,2.102226,-36.38369,-39.00556,-37.72332
2937,225134646,NiSource Inc,NI US,NI,HITE Hedge Asset Management LLC,3/2/2022,3/2/2023,2022,12,8,14/11/2023 0:00,2: Sale of Company; Strategic Review,-5.949916,11624058500.0,0.6,NSN R6QMSBT1UM0W,NI COMPANY:NI@US 'HITE Hedge',Start: 2022-02-03. UTC: 2022-02-03T19:16:10.313Z,NI US Equity,03/02/2022 0:00,3/2/2023,2023.0,2.0,3.0,Utilities,Gas & Water Utilities,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,69744351.0,0.472973,-4.66258,-6.392653,-3.391106
2940,225134646,Aerojet Rocketdyne Holdings Inc,AJRD US,AJRD,Steel Partners Holdings LP,1/2/2022,7/7/2022,2022,12,12,07/07/2022 0:00,3: Board Representation; Board Control; Management Changes,4.981931,3118594200.0,4.9,DOCV /ID 0001193805-22-000139,NI COMPANY:AJRD@US 'Steel Partners',Start: 2022-02-01. UTC: 2022-02-01T21:05:56.000Z,AJRD US Equity,02/02/2022 0:00,7/7/2022,2022.0,7.0,7.0,Industrials,Aerospace & Defense,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,152811115.8,-1.626226,44.16624,6.717397,4.981931
2941,225134646,Republic First Bancorp Inc,FRBK US,#N/A Field Not Applicable,George E Norcross III,31/01/2022 0:00,27/09/2023 0:00,2022,12,12,11/10/2023 0:00,"15: Management Changes; Other (Add independent directors); Cost Cutting; Other (To inspect the books and records); Other (Take remedial action for breaches of fiduciary duty against directors); Other (Remove Vernon W Hill as Chairman); Remove Director/Withhold Votes; Support 3rd Party Activist; Board Representation; Other (Remove Harry Madonna both as Interim Chief Executive Officer and Chairman of the Board); Other (Reporting person make Investment of $75,000,000 through the purchase of newly-issued non-voting common shares of the Issuer); Compensation Changes; Management Changes; Remove Director/Withhold Votes; Board Representation",-96.97675,255656500.0,6.6,DOCV /ID 0001193125-22-023329,NI COMPANY:FRBK@US 'George E',Start: 2022-01-31. UTC: 2022-01-31T21:06:48.000Z,FRBK US Equity,01/02/2022 0:00,27/09/2023 0:00,2023.0,9.0,27.0,Financials,Banking,Success,North America,United States,UNITED STATES OF AMERICA,PA,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,16873329.0,19.65116,-48.13953,-97.47327,-87.379086
2942,225134646,NiSource Inc,NI US,NI,Elliott Investment Management LP,28/01/2022 0:00,16/03/2023 0:00,2022,12,13,14/02/2024 0:00,Discussions only,-1.723288,10983949900.0,0.3,NSN R6FBEU3MSFLS,NI COMPANY:NI@US 'Elliott',Start: 2022-01-28. UTC: 2022-01-28T14:11:18.384Z,NI US Equity,28/01/2022 0:00,16/03/2023 0:00,2023.0,3.0,16.0,Utilities,Gas & Water Utilities,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,32951849.7,4.647837,1.669191,-6.088158,-0.845778
2945,225134646,WisdomTree Investments Inc,WT US,WT,ETFS Capital Ltd (Group: ETFS Capital Ltd and Lion Point Capital LP),24/01/2022 0:00,26/05/2022 0:00,2022,12,13,16/12/2022 0:00,3: Board Representation; Declassify Board; Management Changes,-5.047252,833063800.0,10.5,DOCV /ID 0000921895-22-000221,NI COMPANY:WT@US 'ETFS Capital',Start: 2022-01-24. UTC: 2022-01-24T22:00:12.000Z,WT US Equity,25/01/2022 0:00,26/05/2022 0:00,2022.0,5.0,26.0,Financials,Asset Management,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,87471699.0,-0.174216,-0.237263,-4.881541,-5.047252
2948,225134646,Kohl's Corp,KOHL'S,#N/A Invalid Security,Acacia Research Corp,22/01/2022 0:00,22/01/2023 0:00,2022,12,15,22/01/2023 0:00,1: Acquire Company,-30.60904,6518163700.0,,NSN R64DDFT1UM0W,NI COMPANY:KSS@US 'Acacia',Start: 2022-01-22. UTC: 2022-01-22T17:08:22.903Z,KSS US Equity,24/01/2022 0:00,22/01/2023 0:00,2023.0,1.0,22.0,Consumer Discretionary,Retail - Discretionary,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,WI,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,,36.01622,-28.44339,-48.98332,-30.60904
2950,225134646,Firsthand Technology Value Fund Inc,SVVC US,#N/A Field Not Applicable,Seven Corners Capital Management LLC,20/01/2022 0:00,13/03/2023 0:00,2022,12,16,13/03/2023 0:00,3: Board Representation; Compensation Changes; Other (Terminate FCM’s management agreement.),-74.45679,27916900.0,,DOCV /ID 0001769022-22-000012,NI COMPANY:SVVC@US 'Seven Corners',Start: 2022-01-20. UTC: 2022-01-20T11:01:45.000Z,SVVC US Equity,20/01/2022 0:00,13/03/2023 0:00,2023.0,3.0,13.0,Financials,Asset Management,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,,0.987654,-72.34568,-74.7066,-69.717734
2954,225134646,Mercury Systems Inc,MRCY US,MRCY,Starboard Value LP,13/01/2022 0:00,24/06/2022 0:00,2022,12,20,15/06/2023 0:00,1: Remove Poison Pill,-30.0687,3215785700.0,7.33,NSN R5O3Q23MSFLT,NI COMPANY:MRCY@US 'Starboard',Start: 2022-01-13. UTC: 2022-01-13T21:30:03.020Z,MRCY US Equity,14/01/2022 0:00,24/06/2022 0:00,2022.0,6.0,24.0,Industrials,Aerospace & Defense,Success,North America,United States,UNITED STATES OF AMERICA,MA,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,235717091.8,5.654395,-16.6285,-33.81127,-22.314717
2955,225134646,Zendesk Inc,ZEN US,ZEN,Janus Henderson Group PLC,11/1/2022,21/11/2022 0:00,2022,12,20,21/11/2022 0:00,1: Oppose Acquisition,-22.8671,12214278100.0,4.9,DOCV /ID 0001137439-22-000013,NI COMPANY:ZEN@US 'JHG',Start: 2022-01-11. UTC: 2022-01-11T21:14:47.000Z,ZEN US Equity,12/01/2022 0:00,21/11/2022 0:00,2022.0,11.0,21.0,Technology,Software,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Engagement Focus,598499626.9,1.49328,-22.8671,-24.00196,-22.8671
2966,225134646,SomaLogic Inc,SLGCW US,#N/A Field Not Applicable,"Dr Lawrence M Gold ""Larry"" and Dr Jason Cleveland",28/12/2023 0:00,5/1/2024,2023,1,17,05/01/2024 0:00,1: Oppose Merger (Target),-21.05263,501886500.0,,NSN S6EB4JTP3SHS,NI COMPANY:SLGC@US 'Dr Lawrence',Start: 2023-12-28. UTC: 2023-12-28T21:17:07.565Z,SLGC US Equity,29/12/2023 0:00,5/1/2024,2024.0,1.0,5.0,Health Care,Medical Equipment & Devices,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Director/Employee,,-4.887218,-21.05263,-16.99605,-21.05263
2967,225134646,Harmonic Inc,HLIT US,#N/A Review,Ancora Advisors LLC,28/12/2023 0:00,,2023,1,17,,3: Break Up; Board Representation; Return Capital/Buybacks,8.924303,1407983600.0,3.61,NSN S6DOQZBQ99TX,NI COMPANY:HLIT@US 'Ancora',Start: 2023-12-28. UTC: 2023-12-28T13:13:47.717Z,HLIT US Equity,28/12/2023 0:00,,,,,Technology,Technology Hardware,Pending,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Open - Hostilities Ongoing,Core Activist,50828207.96,3.027889,8.924303,5.723125,8.924303
2972,225134646,SomaLogic Inc,SLGCW US,#N/A Field Not Applicable,Tikvah Management LLC,22/12/2023 0:00,5/1/2024,2023,1,20,05/01/2024 0:00,1: Oppose Merger (Target),-8.695652,433962000.0,3.1,NSN S63HYCMEQTXC,NI COMPANY:SLGC@US 'Tikvah Management',Start: 2023-12-22. UTC: 2023-12-23T01:11:00.098Z,SLGC US Equity,26/12/2023 0:00,5/1/2024,2024.0,1.0,5.0,Health Care,Medical Equipment & Devices,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,13452822.0,7.391304,-8.695652,-14.97976,-8.695652
2975,225134646,SomaLogic Inc,SLGCW US,#N/A Field Not Applicable,Skye Fund III,20/12/2023 0:00,5/1/2024,2023,1,26,05/01/2024 0:00,1: Oppose Merger (Target),-7.894737,430188400.0,1.8,NSN S5YXK033O5D0,NI COMPANY:SLGC@US 'Skye Fund',Start: 2023-12-20. UTC: 2023-12-20T14:00:00.083Z,SLGC US Equity,20/12/2023 0:00,5/1/2024,2024.0,1.0,5.0,Health Care,Medical Equipment & Devices,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,7743391.2,-7.017544,-7.894737,-0.943396,-7.894737
2979,225134646,Polished.com Inc,POL US,GOED,Jerald A Hammann,14/12/2023 0:00,,2023,1,30,,1: Board Representation,53.125,2700000.0,0.0001,DOCV /ID 0001213900-23-095755,NI COMPANY:POL@US 'Jerald A',Start: 2023-12-14. UTC: 2023-12-14T21:45:44.000Z,POL US Equity,15/12/2023 0:00,,,,,Consumer Discretionary,Retail - Discretionary,Pending,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Open - Hostilities Ongoing,Occasional Activist,2.7,-4.6875,53.125,60.65574,53.125
2984,225134646,SomaLogic Inc,SLGCW US,#N/A Field Not Applicable,Madryn Asset Management LP,12/12/2023,5/1/2024,2023,2,3,05/01/2024 0:00,2: Oppose Merger (Target); Strategic Review,-13.22314,456603500.0,4.2,NSN S5KFGIT0AFB4,NI COMPANY:SLGC@US 'Madryn Asset',Start: 2023-12-12. UTC: 2023-12-12T21:20:44.831Z,SLGC US Equity,13/12/2023 0:00,5/1/2024,2024.0,1.0,5.0,Health Care,Medical Equipment & Devices,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,19177347.0,2.479339,-13.22314,-15.32258,-13.22314
2996,225134646,Walt Disney Co/The,DIS US,#N/A Review,Ancora Advisors LLC,5/12/2023,,2023,2,15,,1: Support 3rd Party Activist,21.68318,168000000000.0,0.007,NSN S573IYC60R9F,NI COMPANY:DIS@US 'Ancora',Start: 2023-12-05. UTC: 2023-12-05T13:16:10.996Z,DIS US Equity,05/12/2023 0:00,,,,,Communications,Entertainment Content,Pending,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Open - Hostilities Ongoing,Core Activist,11788515.75,-1.325943,21.68318,23.31832,21.68318
2997,225134646,Check Cap Ltd,CHEK US,#N/A Field Not Applicable,Yoav Kimchy,5/12/2023,,2023,2,15,,2: Oppose Merger (Target); Support 3rd Party Activist,-24.38163,16556500.0,,NSN S571CBTP3SHS,NI COMPANY:CHEK@US 'Yoav Kimchy',Start: 2023-12-05. UTC: 2023-12-05T12:28:59.109Z,CHEK US Equity,05/12/2023 0:00,,,,,Health Care,Medical Equipment & Devices,Pending,North America,United States,ISRAEL,,No Proxy Fight,Open - Hostilities Ongoing,Director/Employee,,-7.770318,-24.38163,-18.01081,-24.38163
3002,225134646,Walt Disney Co/The,DIS US,#N/A Review,Blackwells Capital LLC,30/11/2023 0:00,,2023,2,21,,3: Support Management; Board Representation; Break Up,20.79048,170000000000.0,0.003,NSN S4YH3Y6QRTHC,NI COMPANY:DIS@US 'Blackwells',Start: 2023-11-30. UTC: 2023-11-30T21:31:11.006Z,DIS US Equity,01/12/2023 0:00,,,,,Communications,Entertainment Content,Pending,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Open - Hostilities Ongoing,Core Activist,5089559.481,-0.118675,20.79048,20.934,20.79048
3006,225134646,Twilio Inc,TWLO US,TWLO,Anson Funds Management LP,28/11/2023 0:00,,2023,2,23,,5: Sale of Company; Return Capital/Buybacks; Management Changes; Board Representation; Break Up,-6.778043,11378543900.0,0.44,NSN S4U45DC60R9C,NI COMPANY:TWLO@US 'Anson',Start: 2023-11-28. UTC: 2023-11-28T13:00:49.862Z,TWLO US Equity,28/11/2023 0:00,,,,,Technology,Software,Pending,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Open - Hostilities Ongoing,Secondary Focus,50065593.16,3.579952,-6.778043,-10.0,-6.778043
3009,225134646,Koil Energy Solutions Inc,KLNG US,DPDW,Galloway Capital Partners LLC,27/11/2023 0:00,,2023,2,27,,3: Strategic Review; Sale of Company; Board Representation,-20.63492,7489600.0,6.6,DOCV /ID 0001731122-23-002194,NI COMPANY:KLNG@US 'Galloway',Start: 2023-11-27. UTC: 2023-11-27T12:52:33.000Z,KLNG US Equity,27/11/2023 0:00,,,,,Energy,Oil & Gas Services & Equip,Pending,North America,United States,UNITED STATES OF AMERICA,NV,No Proxy Fight,Open - Hostilities Ongoing,Occasional Activist,494313.6,,-20.63492,-20.63492,-20.63492
3014,225134646,Eiger BioPharmaceuticals Inc,EIGR US,#N/A Review,"Moshe Arkin ""Mori""",24/11/2023 0:00,,2023,3,7,,1: Board Representation,-44.65428,15317200.0,10.09,DOCV /ID 0001178913-23-003782,NI COMPANY:EIGR@US 'Moshe Arkin',Start: 2023-11-24. UTC: 2023-11-24T11:02:19.000Z,EIGR US Equity,24/11/2023 0:00,,,,,Health Care,Biotech & Pharma,Pending,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Open - Hostilities Ongoing,Occasional Activist,1545505.48,-6.11417,-44.65428,-41.04997,-44.65428
3024,225134646,Walt Disney Co/The,DIS US,#N/A Review,ValueAct Capital Management LLC,15/11/2023 0:00,,2023,3,16,,1: Support Management,22.93917,167000000000.0,0.27,NSN S464AABQ99TV,NI COMPANY:DIS@US 'ValueAct',Start: 2023-11-15. UTC: 2023-11-15T14:01:22.718Z,DIS US Equity,15/11/2023 0:00,,,,,Communications,Entertainment Content,Pending,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Open - Hostilities Ongoing,Core Activist,449922476.6,3.140441,22.93917,19.19589,22.93917
3032,225134646,BlackRock Municipal Income Fund Inc,MUI US,#N/A Field Not Applicable,Karpus Management Inc,7/11/2023,,2023,3,21,,3: Realize NAV; Remove Director/Withhold Votes; Liquidation,14.74585,751820610.0,16.08,DOCV /ID 0001072613-23-000537,NI COMPANY:MUI@US 'Karpus',Start: 2023-11-07. UTC: 2023-11-07T22:01:20.000Z,MUI US Equity,08/11/2023 0:00,,,,,Investment Fund,Closed-End Fund,Pending,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Open - Hostilities Ongoing,Secondary Focus,120892754.1,0.768492,14.74585,13.87076,14.74585
3036,225134646,Frontier Communications Parent Inc,FYBR US,#N/A Field Not Applicable,Cerberus Capital Management LP,6/11/2023,,2023,3,23,,Discussions only,9.256524,4991974600.0,9.9,DOCV /ID 0001493152-23-039512,NI COMPANY:FYBR@US 'Cerberus',Start: 2023-11-06. UTC: 2023-11-06T21:05:55.000Z,FYBR US Equity,07/11/2023 0:00,,,,,Communications,Telecommunications,Pending,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Open - Hostilities Ongoing,Occasional Activist,494205485.4,-0.443132,9.256524,9.742829,9.256524
3039,225134646,Hollysys Automation Technologies Ltd,HOLI US,#N/A Field Not Applicable,Ascendent Capital Partners Ltd,6/11/2023,24/11/2023 0:00,2023,3,28,,2: Acquire Company; Support 3rd Party Activist,25.0,1277664100.0,13.7,DOCV /ID 0001104659-23-114533,NI COMPANY:HOLI@US 'Ascendent',Start: 2023-11-06. UTC: 2023-11-06T14:23:32.000Z,HOLI US Equity,06/11/2023 0:00,24/11/2023 0:00,2023.0,11.0,24.0,Industrials,Machinery,Success,North America,United States,BRITISH VIRGIN,,No Proxy Fight,"Open - Stake Open, Hostilities Ended",Occasional Activist,175039981.7,5.92233,25.0,18.011,25.0
3049,225134646,Sleep Number Corp,SLEEP NUMBER,#N/A Invalid Security,Blue Clay Capital Management LLC,30/10/2023 0:00,,2023,4,10,,1: Support 3rd Party Activist,-30.85749,367863800.0,1.0,NSN S3CE33TVI5MO,NI COMPANY:SNBR@US 'Blue Clay',Start: 2023-10-30. UTC: 2023-10-30T12:45:03.554Z,SNBR US Equity,30/10/2023 0:00,,,,,Consumer Discretionary,Retail - Discretionary,Pending,North America,United States,UNITED STATES OF AMERICA,MN,No Proxy Fight,Open - Hostilities Ongoing,Occasional Activist,3678638.0,-2.657005,-30.85749,-28.97022,-30.85749
3056,225134646,VF Corp,VF,#N/A Invalid Security,Legion Partners Asset Management LLC,24/10/2023 0:00,,2023,4,12,,2: Break Up; Strategic Review,-4.275701,6797419900.0,0.46,NSN S2ZZE7DWRGG1,NI COMPANY:VFC@US 'Legion',Start: 2023-10-24. UTC: 2023-10-24T13:55:32.788Z,VFC US Equity,24/10/2023 0:00,,,,,Consumer Discretionary,Apparel & Textile Products,Pending,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Open - Hostilities Ongoing,Core Activist,31268131.54,2.517163,-4.275701,-6.626074,-4.275701
3059,225134646,Clarivate PLC,CLVT US,#N/A Review,EXOR NV,23/10/2023 0:00,,2023,4,17,,Stake Only 13D: No Public Activism,37.21286,4415810100.0,6.29,DOCV /ID 0001193125-23-260812,NI COMPANY:CLVT@US 'EXOR NV',Start: 2023-10-23. UTC: 2023-10-23T20:14:12.000Z,CLVT US Equity,24/10/2023 0:00,,,,,Technology,Technology Services,Not Applicable,North America,United States,JERSEY,,No Proxy Fight,"Open - Stake Open, No Hostilities Announced",Occasional Activist,277754455.3,1.684533,37.21286,34.93976,37.21286
